Nombre,Empresa,Tecnología,Fase,Combustible,Matriz,Sector,Fecha operación,Capacidad (MW),Generación (GWh),Inversión (mdd),Modalidad,Entidad,Permiso CRE,MIA,Aprobación MIA,Notas,X,Y
Selka Power Plant 1,"SELKA POWER PLANT 1, SAPI DE CV",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,"SELKA POWER PLANT 1, SAPI DE CV",Privado,null,110,null,93,No definida,Guanajuato,Permiso no encontrado,11GU2020E0096,Autorizado condicionado,,-11304765.079171065,2373968.694578762
San Francisco (SLP),"PARQUE EOLICO SAN FRANCISCO, S. DE RL. DE CV.",Eólico,En proyecto sin permiso de la CRE,Viento,"PARQUE EOLICO SAN FRANCISCO, S. DE RL. DE CV.",Privado,null,194,null,175,Autoabastecimiento,San Luis Potosí,Permiso no encontrado,24SL2011E0010,Autorizado,,-11287543.583251443,2668521.763826497
Sinanché I y II,Fuerza y Energía Limpia de Yucatán y Fuerza y Energía Limpia de Kukulkán S.A. de C.V.,Eólico,En proyecto con permiso de la CRE revocado,Viento,Fuerza y Energía Limpia de Yucatán y Fuerza y Energía Limpia de Kukulkán S.A. de C.V.,Privado,null,151,320.15,302,Autoabastecimiento,Yucatán,E/1265/AUT/2015,31YU2016E001,Autorizado condicionado,,-9929435.0844121,2422896.5351270754
Tlaxcala Solar,FRV SERVICES MEXICO S. DE R.L. DE C.V.,Fotovoltaica,En proyecto con permiso de la CRE terminado,Sol,Fotowatio Renewable Venture (FRV),Privado,null,150,416.94,132,Generación,Tlaxcala,E/2115/GEN/2018,29TX2018E0002,Autorizado,,-10964073.118998118,2222091.6837279573
Tuto Energy I,TUTO ENERGY I SAPI DE CV,Fotovoltaica,En proyecto con permiso de la CRE terminado,Sol,Grupo Alego,Privado,null,131.3,383.14,125,Generación,Sonora,E/1762/GEN/2016,26SO2018E0103,Autorizado,,-12542819.887611823,3500419.3147702515
Uayma,Uayma Solar S. de R. L. de C. V.,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Uayma Solar S. de R. L. de C. V.,Privado,null,376,null,992,No definida,Yucatán,Permiso no encontrado,31YU2019E0005,Desistido,,-9829348.469401287,2358596.8275534115
Vallecitos II,Energía Aljaval,Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,Energía Aljaval,Privado,null,30,null,45,Pequeño Productor,Baja California,E/1404/PP/2015,02BC2015ED043,En evaluacion,,-12971794.077200174,3793283.8296587896
Villa de Arriaga,"ENERGIA VILLA DE ARRIAGA, S. DE R.L.DE C.V",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,"ENERGIA VILLA DE ARRIAGA, S. DE R.L.DE C.V",Privado,null,80,null,160,No definida,San Luis Potosí,Permiso no encontrado,24SL2019E0070,Autorizado,,-11287083.91613089,2493333.0131772477
Yermo,"MEXICO LINDO SOLAR PV IV, S.A. DE C.V",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Energía Aljaval,Privado,null,177,null,177,No definida,Durango,Permiso no encontrado,10DU2017E0054,Autorizado condicionado,,-11559024.041517308,3021817.4068710064
Termoeléctrica Parque Industrial El Marqués,"YOSPÍ ENERGÍA, S.A. DE C.V",Turbina de Gas,En proyecto sin permiso de la CRE,Gas Natural,"YOSPÍ ENERGÍA, S.A. DE C.V",Privado,null,100,null,null,No definida,Queretaro,,22QE2020E0068,Autorizado condicionado,,-11161206.32949845,2338660.664425777
Planta Solar Audi,Audi,Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Audi,Privado,null,5.2,null,null,Autoabastecimiento,Puebla,,21PU2022ED039,No disponible,,-10882687.317940908,2181120.310345962
CC Jorge Luque (Fase I),Generadora Fenix S.A.P.I de C.V.,Ciclo Combinado,En operación,Gas Natural,Mota-Engil / SME,Privado,2022,37,null,null,Generación,Estado de México,E/1920/GEN/2017,15EM2018E0029,Autorizado,"Esta central comenzó a operar en 2022, y se tiene en proyecto su ampliación hasta alcanzar los 1700 MW.  Segun Global Energy Monitor la propiedad de esta central es Mota-Engil SGPS SA 46.40%; Ashkora Capital 44.60%; LF del Centro S de RL de CVb 9.00%",-11041452.719711613,2227672.4768458526
CC Monterrey I y II (Dulces Nombres) (PIE),CFE,Ciclo Combinado,En operación,Gas Natural,CFE,Público,2002,449,4061,537.42,Productor Independiente de Energía,Nuevo León,E/152/PIE/99,,No encontrado,La CRE señala 530.1 MW de capacidad y la CFE 449 MW de Capacidad Neta Demostrada. Será operada por CFE a partir de la venta de la central a un fideicomiso donde FONDIN tiene la mayoría del capital.,-11142574.361083923,2964175.6829551295
Generadora Petrocel,"Generadora Petrocel, S. A. de C. V.",Turbina de Vapor,En proyecto con permiso de la CRE terminado,Vapor,Grupo Copamex,Privado,2005,16.38,137.59,19.66,Cogeneración,Tamaulipas,E/327/COG/2005,28TM2008E0006,Autorizado,,-10897668.571447233,2556329.0802307697
Tlana,"TIKA SOLAR, S. DE R. L. DE C. V",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Statkraft,Privado,null,150,null,120,No definida,Hidalgo,Permiso no encontrado,13HI2020E0056,Empresa se desistió (julio 2025),,-10976170.543134289,2246993.7461852315
Kabil II,Discovery Managment S.A.P.I de C.V cedio derechos a Eolica Maya S.A de C.V filial de Aldesa filial de Aldener (España),Eólico,En proyecto con permiso de la CRE revocado,Viento,Aldener,Privado,null,30,117.69,61.81,Generación,Yucatán,E/2058/GEN/2018,31YU2018E0014,Autorizado,"En la sección ordinaria de la CRE del 29 de junio del 2023 se negó el permiso, sin embargo aparece vigente en la página de búsqueda de permiso de la CRE",-9870247.979461402,2414521.529559873
Hive Solar,Hive Energy,Fotovoltaica,En proyecto con permiso de la CRE negado,Sol,HNU Energy,Privado,null,28,null,30,No definida,Baja California,Permiso negado por la CRE en la sesión ordinaria del 8 de julio del 2021,02BC2019E0040,Autorizado condicionado,,-12904390.830177225,3839191.4920558627
El Pilar,"ENERGIA EL PILAR, S. A. P. I. DE C. V.",Fotovoltaica,En proyecto con permiso de la CRE negado,Sol,"ENERGIA EL PILAR, S. A. P. I. DE C. V.",Privado,null,96,null,15,No definida,Durango,Permiso negado por la CRE en la sesión ordinaria del 28 de abril del 2022,10DU2018E0029,Autorizado,,-11515042.932992896,2998035.8515102942
FV Paila 1,"PARQUE SOLAR 4EB, S.A.P.I. DE C.V",Fotovoltaica,En proyecto con permiso de la CRE negado,Sol,"PARQUE SOLAR 4EB, S.A.P.I. DE C.V",Privado,null,27,null,37,No definida,Coahuila,Permiso negado por la CRE en la sesión ordinaria del 29 de noviembre del 2022,05CO2020E0079,En evaluacion,,-11378722.22225265,2968264.0518121724
Hidalgo Solar,"SCUITI SOLAR 3, S.A.P.1. DE CV",Fotovoltaica,En proyecto con permiso de la CRE negado,Sol,"SCUITI SOLAR 3, S.A.P.1. DE CV",Privado,null,131,null,null,No definida,Hidalgo,Permiso negado por la CRE en la sesión ordinaria del 21 de julio del 2022,13HI2019E0025,Autorizado condicionado,,-11101936.380582701,2299617.3760540825
Impala Solar,IMPALA SOLAR S.A de C.V,Fotovoltaica,En proyecto con permiso de la CRE negado,Sol,Dhamma Energy,Privado,null,150,null,78,No definida,Puebla,Permiso negado por la CRE en la sesión ordinaria del 17 de diciembre del 2021,21PU2020E0098,En evaluacion,,-10847525.026306342,2202278.491036218
La Santisima trinidad de las cruces,Generadora Fotovoltaica Santísima Trinidad S.A.P.I. de C.V.,Fotovoltaica,En proyecto con permiso de la CRE negado,Sol,Generadora Fotovoltaica Santísima Trinidad S.A.P.I. de C.V.,Privado,null,184,null,166,Pequeño Productor,Sinaloa,Permiso negado por la CRE en la sesión ordinaria del 16 de mayo del 2022,25SI2018E0031,Autorizado condicionado,,-12098502.600512328,2995727.30886875
Parque Solar General Cepeda,"MÉXICO LINDO SOLAR PV II, S.A. de C.V.",Fotovoltaica,En proyecto con permiso de la CRE negado,Sol,Energía Aljaval,Privado,null,153,null,172,No definida,Coahuila,Permiso negado por la CRE en la sesión ordinaria del 21 de octubre del 2022,05CO2017E0117,Autorizado condicionado,,-11288530.691024933,2944311.283255591
San Bartolo,"MIRE-GMI CAPITAL SPV-5, S.A. DE C.V.",Fotovoltaica,En proyecto con permiso de la CRE negado,Sol,MIRE-GMI CAPITAL SPV,Privado,null,54,null,null,Generación,Aguascalientes,Permiso negado por la CRE en la sesión ordinaria del 28 de abril del 2022,01AG2019E0025,En evaluacion,,-11377738.57428893,2481809.1693473314
San Jose de Arriba,"DRG SOLAR III, S.A.P.I. DE C.V.",Fotovoltaica,En proyecto con permiso de la CRE negado,Sol,"DRG SOLAR III, S.A.P.I. DE C.V.",Privado,null,330,null,300,No definida,Durango,Permiso negado por la CRE en la sesión ordinaria del 15 de junio del 2022,10DU2018E0037,Autorizado condicionado,,-11524686.812099874,2896744.6354420916
Azucarera Los Mochis,"Compañia Azucarera de Los Mochis, S. A. de C. V.",Turbina de Vapor,Central retirada,Bagazo de caña y Combustoleo,"Compañia Azucarera de Los Mochis, S. A. de C. V.",Privado,1992,14,22,17,Autoabastecimiento,Sinaloa,E/166/AUT/2000,,No encontrado,,-12133989.471952176,2972455.284603157
Bio Pappel,Bio Pappel SAB de CV,Turbina de Gas y Combustion interna,En operación,Gas Natural,Bio Pappel S.A.B de C.V.,Privado,2012,22.86,133.29,20.57,Cogeneración,Durango,E/882/COG/2011,,No encontrado,,-11622085.79166389,2755059.200930249
Bio Pappel Scribe,"Bio Pappel Scribe, S. A. de C. V.",Turbina de Vapor,En operación,Combustoleo,Bio Pappel S.A.B de C.V.,Privado,1977,3.5,28.87,4.2,Usos Propios Continuos,Michoacán,915,,No encontrado,,-11272828.145104403,2231748.8156888993
Bio Pappel Scribe Michoacan,"Bio Pappel Scribe, S. A. de C. V.",Turbina de Vapor,En operación,Combustoleo,Bio Pappel S.A.B de C.V.,Privado,1978,3.5,28.87,4.2,Usos Propios Continuos,Michoacán,1384,,No encontrado,,-11272936.04040766,2231606.677137382
Valle de Guadalupe,"MAM ENERGIA, S. DE R.L. DE C.V",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,"MAM ENERGIA, S. DE R.L. DE C.V",Privado,null,330,null,null,No definida,Jalisco,Permiso no encontrado,14JA2018E0062,Autorizado,,-11420805.59060706,2392919.4345181473
Vitro Garcia,"Vidrio Plano de México, S. A. de C. V.",Turbina de Gas,En operación,Diesel,Vitro,Privado,1991,11.4,10.69,10.26,Autoabastecimiento,Nuevo León,E/170/AUT/2000,,No encontrado,,-11194317.01071006,2970334.3266351083
Luis Donaldo Colosio Murrieta ?Huites?,CFE,Turbina Hidráulica,En operación,Agua,CFE,Público,1995,422,758.05,633,Generación,Sinaloa,E/1622/GEN/2015,,No encontrado,,-12063728.570110943,3104196.290698318
Cañada II,"Generadora Fénix, S. A. P. I. de C. V.",Fotovoltaica,En construcción,Sol,Mota-Engil / SME,Privado,null,7.84,15.42,10.2,Generación,Hidalgo,E/1868/GEN/2016,,No encontrado,,-11041674.150876725,2293403.0567764016
Central Electroquímica CFE,CFE,Turbina Hidráulica,En operación,Agua,CFE,Público,1952,1.44,8.4,2.16,Generación,San Luis Potosí,E/1589/GEN/2015,,No encontrado,,-11037588.803488255,2523515.2353470987
Central Grand Mayan Riviera Maya,"Desarrollo Marina Vallarta, S. A. de C. V.",Fotovoltaica,En operación,Sol,Desarrollo Marina Vallarta SA de CV,Privado,2019,1.75,2.88,1.46,Generación,Quintana Roo,E/2178/GEN/2019,,No encontrado,,-9679532.14279619,2364113.445271821
Comercial Empresarial del Norte,Comercial Empresarial Del Norte SA de CV,Fotovoltaica,En proyecto con permiso de la CRE,Sol,Comercial Empresarial Del Norte SA de CV,Privado,null,1,1.7,1.15,Generación,Chihuahua,E/1254/GEN/2014,,No encontrado,,-11831096.707229052,3369334.579710585
Desarrollos Mineros San Luis,"Desarrollos Mineros San Luis, S. A. de C. V.",Combustión interna,En operación,Diesel,Equinox Gold,Privado,2010,4,2.04,3.6,Autoabastecimiento,Guerrero,E/869/AUT/2010,,No encontrado,,-11096581.550174005,2022260.6190797398
Don David Gold México 1,"Don David Gold México, S.A. de C.V",Combustión interna,En operación,Diesel,Gold Resource Corp,Privado,2015,6.56,41.13,3.29,Generación,Oaxaca,E/1552/GEN/2015,,No encontrado,,-10698172.27524912,1882899.8058233073
Don David Gold México 2,"Don David Gold México, S.A. de C.V",Combustión interna,En operación,Diesel,Gold Resource Corp,Privado,2010,3.64,18.1,3.28,Autoabastecimiento,Oaxaca,E/842/AUT/2010,,No encontrado,,-10699477.19905563,1884039.03648491
Elvirita,"Generación de Energía Elvirita, S. A. de C. V.",Turbina Hidráulica,En construcción,Agua,"Generación de Energía Elvirita, S. A. de C. V.",Privado,null,1.36,7.74,2.29,Generación,Veracruz,E/2111/GEN/2018,,No encontrado,,-10814861.075777259,2135158.7457518545
Campo Geotérmico Ixcatán,"Geotérmica para el Desarrollo, S. A. P. I. de C. V.",Geotérmica,En proyecto con permiso de la CRE revocado,Calor Geotermico,Grupo Salinas,Privado,null,25,186,30,Autoabastecimiento,Jalisco,E/1428/AUT/2015,,No encontrado,,-11516477.522855477,2382802.15094576
Chicxulub II,"Eólica del Mayab, S.A.P.I de C.V",Eólico,En proyecto con permiso de la CRE,Viento,Ayotitlan,Privado,null,71.4,347,112.84,Generación,Yucatán,E/2102/GEN/2018,,No encontrado,,-9961261.78991898,2422111.664662357
Coeur Mexicana,Coeur Mexicana SA de CV,Combustión interna,En proyecto con permiso de la CRE revocado,Diesel,Coeur Mining Inc,Privado,2009,21.9,22.78,19.71,Autoabastecimiento,Chihuahua,E/812/AUT/2009,,No encontrado,,-12067952.63494328,3172421.9577749614
El 24 Wind,"EPM Eólica 24, S. A. de C. V.",Eólico,En proyecto con permiso de la CRE ,Viento,Grupo EPM,Privado,null,130.5,454.34,166.7,Generación,Tamaulipas,CNE/E/19/GEN/2025,28TM2020E0058,En evaluacion,Proyecto aprobado primera convocatoria CNE (dic 2025),-11050651.522343697,3042588.8497629995
Carranza,"Voltalia México Renovables, S. A. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,Voltalia,Privado,null,215.8,611.28,152.39,Generación,Chihuahua,E/2210/GEN/2019,,No encontrado,,-11629595.785225462,3299685.084336681
Casas,"Compañía Eólica Casas, S. A. de C. V.",Eólico,En proyecto con permiso de la CRE,Viento,Grupo Energía México (GEMEX),Privado,null,100,332.88,200,Autoabastecimiento,Tamaulipas,E/2161/AUT/2019,,No encontrado,,-10954552.23123054,2914095.1568968636
Gran Caribe Real,"Hotel Gran Caribe Real, S. de R. L. de C. V.",Combustión interna,En operación,Diesel,Playa Hotels & Resorts NV,Privado,2009,1.35,0.89,1.22,Autoabastecimiento,Quintana Roo,E/813/AUT/2009,,No encontrado,,-9657534.592103988,2406283.9752352717
Grimann Fase 1,"Grimann, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,"Grimann, S.A. de C.V.",Privado,2014,0.8,6.66,0.72,Autoabastecimiento,Estado de México,E/980/AUT/2013,,No encontrado,,-11079886.623275705,2191247.978301031
HQSB Solar,"HQSB Solar 1, S. A. P. I. de C. V.",Fotovoltaica,En construcción,Sol,"HQSB Solar 1, S. A. P. I. de C. V.",Privado,null,30,60,45,Pequeño Productor,Coahuila,E/1173/PP/2014,,No encontrado,,-11506501.205900364,2935896.0078384085
La Encantada,"La Encantada Procesadora de Minerales, S. A. de C. V.",Combustión interna,En operación,Diesel,First Majestic Silver Corp.,Privado,2016,13.2,55,11.88,Generación,Coahuila,E/134/GEN/99,,No encontrado,,-11416983.353514252,3294402.7611244535
Pacific Hermosillo,Pacific Global Energy SA de CV,Fotovoltaica,En proyecto con permiso de la CRE,Sol,Pacific Global Energy SA de CV,Privado,null,24.7,57.8,37.05,Pequeño Productor,Sonora,E/1185/PP/2014,,No encontrado,,-12351799.30270862,3384874.480530477
Planta Bimbo de Baja California,"Bimbo, S. A. de C. V.",Combustión interna,En operación,Diesel,Grupo Bimbo,Privado,2007,2.55,2.65,2.3,Autoabastecimiento,Baja California,E/686/AUT/2007,,No encontrado,,-12846684.698581336,3845032.3898444413
Plataforma Habitacional Litoral Tabasco HA-LT-01,PEMEX,Combustión interna,En operación,Diesel,PEMEX,Público,2011,4.5,19.71,4.05,Autoabastecimiento,Tabasco,E/883/AUT/2011,,No encontrado,,-10244589.164504912,2158559.810550761
Las Palmas,"Promotora de Recursos y Proyectos Las Palmas, S. A. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,"Promotora de Recursos y Proyectos Las Palmas, S. A. de C. V.",Privado,null,28.5,61.54,59.32,Generación,Coahuila,E/1563/GEN/2015,,No encontrado,,-11498576.037392316,2928160.5258615185
Renovables del Norte Chihuahua PV Plant,Renovables del Norte SAPI de CV,Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,Renovables del Norte SAPI de CV,Privado,null,8,20.7,12,Generación,Chihuahua,E/1482/AUT/2015,,No encontrado,,-12042909.20041901,3616645.84495234
Elawan,"Elawan Wind México I, S. A. P. I. de C. V.",Eólico,Suspendido o cancelado,Viento,Elawan Energy,Privado,null,88.2,394.04,135.8,Generación,Yucatán,E/2075/GEN/2018,,No encontrado,,-9961745.604463475,2421263.6168217664
El Cielo,"Compañía Eólica El Cielo, S. A. de C. V.",Eólico,En proyecto con permiso de la CRE,Viento,Grupo Energía México (GEMEX),Privado,null,60,199.73,120,Autoabastecimiento,Tamaulipas,E/2163/AUT/2019,,No encontrado,,-10954717.318035387,2907980.4483281747
The Royal Cancun,"Gran Desing & Factory, S. de R. L. de C. V.",Combustión interna,En operación,Diesel,Playa Hotels & Resorts NV,Privado,2009,2,1.22,1.8,Autoabastecimiento,Quintana Roo,E/835/AUT/2009,,No encontrado,,-9657428.979963489,2406528.4310211353
Pemex-Gas y Petroquimica Basica Complejo Procesador La Venta,PEMEX,Turbina de Gas,En operación,Gas Natural,PEMEX,Público,2007,22.25,194.86,20.02,Cogeneración,Tabasco,E/603/COG/2007,,No encontrado,,-10468826.108438728,2048507.5248304945
Supermercados Internacionales HEB,"Supermercados Internacionales HEB, S. A. de C. V.",Fotovoltaica,En construcción,Sol,"Supermercados Internacionales HEB, S. A. de C. V.",Privado,null,1.43,2.82,2.69,Generación,Nuevo León,E/2113/GEN/2018,,No encontrado,,-11169081.551177366,2978607.763158916
Las Tinajas,Parque Solar Las Tinajas SA de CV,Fotovoltaica,En proyecto con permiso de la CRE,Sol,Energía Aljaval,Privado,null,10,19.43,15,Pequeño Productor,Coahuila,E/1403/PP/2015,,No encontrado,,-11199436.075342817,3341952.1360758175
Villanueva (Exp),"Más Energía, S. de R. L. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE,Sol,Enel Green Power,Privado,null,150,447.37,157.95,Generación,Coahuila,E/2217/GEN/2019,,No encontrado,,-11461269.213616244,2948443.4515489475
Viga Rosarito 1,"Viga Solar Baja, S. A. P. I. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE,Sol,Viga Energy Partners LLC,Privado,null,3,6.62,4.3,Generación,Baja California,E/1850/GEN/2016,,No encontrado,,-13027278.439852262,3811755.611414072
CC Merida III (Export),AES Mérida III S. de R.L. de C.V.,Ciclo Combinado,En operación,Gas Natural,AES Corporation,Privado,2002,15,39.4,15.21,Exportación,Yucatán,E/219/EXP/2002,,No encontrado,,-9985226.980515841,2384145.694996835
CT Punta Prieta II,CFE,Termoeléctrica,En operación,Diesel y Combustoleo,CFE,Público,1977,155,2638.51,579.55,Generación,Baja California Sur,E/1659/GEN/2015,,No encontrado,,-12279574.519108739,2780645.0700896536
BNB Villa Ahumada Solar I,"BNB Villa Ahumada Solar, S. de R. L. de C. V.",Fotovoltaica,En operación,Sol,ENGIE,Privado,2020,150,449.05,145.2,Generación,Chihuahua,E/1953/GEN/2017,,Autorizado condicionado,,-11851482.339449426,3524914.2947510607
Sol de Sonora,Thermion Renewable Ventures SAPI de CV,Fotovoltaica,En operación,Sol,Thermion,Privado,2021,10,21.4,15,Autoabastecimiento,Sonora,E/1208/AUT/2014,,No encontrado,,-12350792.417914392,3384895.878205033
La Parota,CFE,Turbina Hidráulica,Suspendido o cancelado,Agua,CFE,Público,null,810,null,null,No definida,Guerrero,Permiso no encontrado,,No encontrado,,-11090288.163987726,1913332.4390957772
San Silvestre,"GENERASOL, S.A. DE C.V.",Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,"GENERASOL, S.A. DE C.V.",Privado,null,19,40.96,28.5,Pequeño Productor,Sonora,E/1115/PP/2014,,No encontrado,,-12352334.30418137,3384721.5136467936
Reynosa,"Compañía Eólica de Reynosa, S. A. de C. V",Eólico,En proyecto con permiso de la CRE,Viento,Grupo Energía México (GEMEX),Privado,null,140,466.03,280,Autoabastecimiento,Tamaulipas,E/2162/AUT/2019,,No encontrado,,-10942182.809050564,2913936.8860307173
Zaragoza Solar,"Voltalia México Renovables, S. A. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE terminado,Sol,Voltalia,Privado,null,215.8,597.84,152.39,Generación,Zacatecas,E/2209/GEN/2019,,No encontrado,,-11435073.48098651,2631954.67620359
Aguascalientes Sur II,"SOLAR DE LA SIERRA, S.A.P.I. DE C.V.",Fotovoltaica,En proyecto con permiso de la CRE terminado,Sol,"SOLAR DE LA SIERRA, S.A.P.I. DE C.V.",Privado,null,193.5,468.22,166.77,Generación,Aguascalientes,E/2205/GEN/2019,01AG2018E0040,Autorizado condicionado,,-11379694.030275324,2481351.686681414
Zacsol,"Zacsol 1, S. A. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,The Vertex Cos Inc,Privado,null,30,66.6,45,Pequeño Productor,Zacatecas,E/1229/PP/2014,,No encontrado,,-11413222.801890874,2596206.7984239543
Alamito Solar,ALAMITO SOLAR SA DE CV,Fotovoltaica,En proyecto con permiso de la CRE,Sol,ALAMITO SOLAR SA DE CV,Privado,null,90,210.77,149,Generación,Nuevo León,E/1860/GEN/2016,19NL2015ED115,Autorizado condicionado,,-11204467.355651522,2988173.1113259946
Ahumada I,ENERGIA SOLAR SONORENSE S.A. de C.V,Fotovoltaica,En operación,Sol,Energía Aljaval,Privado,2019,30,72.79,45,Generación,Chihuahua,E/1329/GEN/2015,08CI2015ED007,Autorizado condicionado,,-11852823.137075039,3528222.3833074477
Ahumada III,"Fotovoltaica de Ahumada, S. A. de C. V.",Fotovoltaica,En operación,Sol,Energía Aljaval,Privado,2019,30,72.79,45,Generación,Chihuahua,E/1333/GEN/2015,,No encontrado,,-11853510.432516756,3528094.0637858463
Ahumada IV,"Ahumada IV Solar PV, S.A. de C.V.",Fotovoltaica,En operación,Sol,Energía Aljaval,Privado,2019,30,72.79,45,Generación,Chihuahua,E/1332/GEN/2015,,No encontrado,,-11854209.715954436,3527956.3080070554
